date,sku,produit,famille,dlc_jours,demande,production,stock_fin_journee,stock_securite,perte_dlc,rupture
2025-02-06,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,550,573,1347,612,0,False
2025-02-07,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,335,345,1357,612,0,False
2025-02-08,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,223,220,1354,612,0,False
2025-02-09,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,808,850,1396,612,0,False
2025-02-10,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,747,833,1482,612,0,False
2025-02-11,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,517,558,1523,612,0,False
2025-02-12,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,738,720,1505,612,0,False
2025-02-13,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2088,2314,1731,612,0,False
2025-02-14,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1482,1490,1739,612,0,False
2025-02-15,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,827,810,1722,612,0,False
2025-02-16,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,460,509,1771,612,0,False
2025-02-17,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1246,1300,1825,612,0,False
2025-02-18,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,885,938,1878,612,0,False
2025-02-19,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,342,370,1906,612,0,False
2025-02-20,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1093,1159,1972,612,0,False
2025-02-21,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2604,2591,1959,612,0,False
2025-02-22,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,448,438,1949,612,0,False
2025-02-23,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,893,968,2024,612,0,False
2025-02-24,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,889,929,2064,612,0,False
2025-02-25,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,639,657,2082,612,0,False
2025-02-26,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,0,0,2082,612,0,False
2025-02-27,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1869,2032,2132,612,113,False
2025-02-28,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,709,754,2177,612,0,False
2025-03-01,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,728,777,2091,612,135,False
2025-03-02,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,174,161,2078,612,0,False
2025-03-03,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1325,1446,2081,612,118,False
2025-03-04,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1236,1244,2089,612,0,False
2025-03-05,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,636,591,2044,612,0,False
2025-03-06,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1288,1227,1983,612,0,False
2025-03-07,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1330,1474,2127,612,0,False
2025-03-08,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1607,1781,2121,612,180,False
2025-03-09,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,305,285,2101,612,0,False
2025-03-10,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,930,860,2031,612,0,False
2025-03-11,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1388,1470,2113,612,0,False
2025-03-12,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1490,1424,2047,612,0,False
2025-03-13,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1635,1639,2051,612,0,False
2025-03-14,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,811,816,2056,612,0,False
2025-03-15,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1413,1555,2041,612,157,False
2025-03-16,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,681,639,1999,612,0,False
2025-03-17,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1048,1084,2035,612,0,False
2025-03-18,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,70,75,2040,612,0,False
2025-03-19,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,958,976,2058,612,0,False
2025-03-20,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,0,0,2058,612,0,False
2025-03-21,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2423,2278,1913,612,0,False
2025-03-22,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,678,635,1870,612,0,False
2025-03-23,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,972,966,1864,612,0,False
2025-03-24,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,816,842,1890,612,0,False
2025-03-25,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2154,2194,971,612,0,False
2025-03-26,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1469,1634,1136,612,0,False
2025-03-27,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,708,683,1111,612,0,False
2025-03-28,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1404,1564,1271,612,0,False
2025-03-29,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,885,895,1281,612,0,False
2025-03-30,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2013,2235,1503,612,0,False
2025-03-31,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1378,1344,1469,612,0,False
2025-04-01,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,0,0,1469,612,0,False
2025-04-02,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,909,893,1453,612,0,False
2025-04-03,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,662,735,1526,612,0,False
2025-04-04,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1584,1753,1695,612,0,False
2025-04-05,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1428,1483,1750,612,0,False
2025-04-06,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,457,497,1790,612,0,False
2025-04-07,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,266,288,1812,612,0,False
2025-04-08,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,594,638,1856,612,0,False
2025-04-09,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,662,735,1929,612,0,False
2025-04-10,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1153,1203,1979,612,0,False
2025-04-11,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1021,1046,2004,612,0,False
2025-04-12,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,368,403,2039,612,0,False
2025-04-13,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,815,772,1108,612,0,False
2025-04-14,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1496,1507,1119,612,0,False
2025-04-15,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,961,1004,1162,612,0,False
2025-04-16,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,0,0,1162,612,0,False
2025-04-17,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,741,730,1151,612,0,False
2025-04-18,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,107,101,1145,612,0,False
2025-04-19,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,256,260,1149,612,0,False
2025-04-20,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,766,711,1094,612,0,False
2025-04-21,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,497,503,1100,612,0,False
2025-04-22,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,614,650,1136,612,0,False
2025-04-23,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1107,1222,1251,612,0,False
2025-04-24,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1424,1523,1350,612,0,False
2025-04-25,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,620,616,1346,612,0,False
2025-04-26,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,81,86,1351,612,0,False
2025-04-27,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1600,1642,1393,612,0,False
2025-04-28,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1386,1281,1288,612,0,False
2025-04-29,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,575,597,1310,612,0,False
2025-04-30,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,375,352,1287,612,0,False
2025-05-01,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1572,1535,1250,612,0,False
2025-05-02,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1120,1110,1240,612,0,False
2025-05-03,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,161,156,1235,612,0,False
2025-05-04,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,792,756,1199,612,0,False
2025-05-05,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,895,843,1147,612,0,False
2025-05-06,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,491,532,1188,612,0,False
2025-05-07,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1104,1142,1226,612,0,False
2025-05-08,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,424,418,1220,612,0,False
2025-05-09,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,125,122,1217,612,0,False
2025-05-10,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,627,644,1234,612,0,False
2025-05-11,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,667,657,1224,612,0,False
2025-05-12,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,697,747,1274,612,0,False
2025-05-13,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,0,0,1274,612,0,False
2025-05-14,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,508,563,1329,612,0,False
2025-05-15,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,915,867,1281,612,0,False
2025-05-16,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,803,765,1243,612,0,False
2025-05-17,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,706,705,1242,612,0,False
2025-05-18,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1283,1299,1258,612,0,False
2025-05-19,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,884,881,1255,612,0,False
2025-05-20,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1650,1557,1162,612,0,False
2025-05-21,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,194,203,1171,612,0,False
2025-05-22,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1404,1334,1101,612,0,False
2025-05-23,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2195,2354,1260,612,0,False
2025-05-24,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,337,317,1240,612,0,False
2025-05-25,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,527,509,1222,612,0,False
2025-05-26,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,425,450,1247,612,0,False
2025-05-27,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,520,539,1266,612,0,False
2025-05-28,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,302,287,1251,612,0,False
2025-05-29,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,3863,4274,1662,612,0,False
2025-05-30,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,938,996,1720,612,0,False
2025-05-31,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1224,1355,1851,612,0,False
2025-06-01,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1050,1173,1974,612,0,False
2025-06-02,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,904,842,1912,612,0,False
2025-06-03,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,554,554,1912,612,0,False
2025-06-04,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,772,780,1920,612,0,False
2025-06-05,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1170,1118,1868,612,0,False
2025-06-06,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1252,1310,851,612,0,False
2025-06-07,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,565,537,823,612,0,False
2025-06-08,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2683,2581,721,612,0,False
2025-06-09,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,907,841,655,612,0,False
2025-06-10,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,549,563,669,612,0,False
2025-06-11,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,929,884,624,612,0,False
2025-06-12,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,228,211,607,612,0,False
2025-06-13,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,520,481,568,612,0,False
2025-06-14,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1244,1343,667,612,0,False
2025-06-15,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,250,235,652,612,0,False
2025-06-16,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1211,1276,717,612,0,False
2025-06-17,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1087,1003,633,612,0,False
2025-06-18,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1033,1119,719,612,0,False
2025-06-19,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,376,390,733,612,0,False
2025-06-20,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,359,351,725,612,0,False
2025-06-21,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1485,1624,864,612,0,False
2025-06-22,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,311,320,873,612,0,False
2025-06-23,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1190,1294,977,612,0,False
2025-06-24,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,203,192,966,612,0,False
2025-06-25,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1162,1220,1024,612,0,False
2025-06-26,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1252,1196,968,612,0,False
2025-06-27,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1675,1715,1008,612,0,False
2025-06-28,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,984,954,978,612,0,False
2025-06-29,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,477,507,1008,612,0,False
2025-06-30,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,552,589,1045,612,0,False
2025-07-01,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,4107,4267,1205,612,0,False
2025-07-02,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2595,2443,1053,612,0,False
2025-07-03,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1049,1110,1114,612,0,False
2025-07-04,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1518,1479,1075,612,0,False
2025-07-05,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,545,601,1131,612,0,False
2025-07-06,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,744,814,1201,612,0,False
2025-07-07,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1468,1554,1287,612,0,False
2025-07-08,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1066,1182,1403,612,0,False
2025-07-09,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,138,132,1397,612,0,False
2025-07-10,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,476,528,1449,612,0,False
2025-07-11,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1721,1693,1421,612,0,False
2025-07-12,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,814,761,1368,612,0,False
2025-07-13,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,586,547,1329,612,0,False
2025-07-14,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1952,2142,1519,612,0,False
2025-07-15,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,686,634,1467,612,0,False
2025-07-16,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1525,1510,1452,612,0,False
2025-07-17,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1136,1188,1504,612,0,False
2025-07-18,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,126,119,1497,612,0,False
2025-07-19,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,57,55,1495,612,0,False
2025-07-20,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,0,0,1495,612,0,False
2025-07-21,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,404,443,1534,612,0,False
2025-07-22,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2460,2377,1451,612,0,False
2025-07-23,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,722,738,1467,612,0,False
2025-07-24,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,807,799,1459,612,0,False
2025-07-25,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,760,840,1539,612,0,False
2025-07-26,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,624,593,1508,612,0,False
2025-07-27,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,297,305,1516,612,0,False
2025-07-28,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,619,586,1483,612,0,False
2025-07-29,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1208,1307,1582,612,0,False
2025-07-30,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,613,596,1565,612,0,False
2025-07-31,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1173,1131,1523,612,0,False
2025-08-01,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,0,0,1523,612,0,False
2025-08-02,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,422,462,1563,612,0,False
2025-08-03,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1162,1264,1665,612,0,False
2025-08-04,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1360,1456,1761,612,0,False
2025-08-05,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,896,971,1836,612,0,False
2025-08-06,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,241,251,1846,612,0,False
2025-08-07,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,316,340,1870,612,0,False
2025-08-08,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1551,1726,2045,612,0,False
2025-08-09,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1029,1088,2104,612,0,False
2025-08-10,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,857,800,2047,612,0,False
2025-08-11,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,3492,3893,2283,612,165,False
2025-08-12,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,220,203,2161,612,105,False
2025-08-13,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2034,1983,2110,612,0,False
2025-08-14,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1076,1025,2059,612,0,False
2025-08-15,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,515,541,2085,612,0,False
2025-08-16,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1072,1079,2092,612,0,False
2025-08-17,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1541,1721,2102,612,170,False
2025-08-18,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,487,451,2066,612,0,False
2025-08-19,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1675,1603,1994,612,0,False
2025-08-20,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,915,996,2075,612,0,False
2025-08-21,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1096,1143,2122,612,0,False
2025-08-22,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1307,1235,2050,612,0,False
2025-08-23,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,222,230,2058,612,0,False
2025-08-24,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,652,659,1342,612,0,False
2025-08-25,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,851,901,1392,612,0,False
2025-08-26,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,0,0,1392,612,0,False
2025-08-27,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2533,2335,1194,612,0,False
2025-08-28,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1105,1094,1183,612,0,False
2025-08-29,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,810,857,1230,612,0,False
2025-08-30,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,385,362,1207,612,0,False
2025-08-31,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1225,1323,1305,612,0,False
2025-09-01,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1064,1169,1410,612,0,False
2025-09-02,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,802,855,1463,612,0,False
2025-09-03,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,2349,2236,1350,612,0,False
2025-09-04,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,409,417,1358,612,0,False
2025-09-05,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,646,723,1435,612,0,False
2025-09-06,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,255,236,1416,612,0,False
2025-09-07,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,814,867,1469,612,0,False
2025-09-08,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,16,15,1468,612,0,False
2025-09-09,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,471,502,1499,612,0,False
2025-09-10,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,125,120,1494,612,0,False
2025-09-11,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,627,593,1460,612,0,False
2025-09-12,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1051,1150,1559,612,0,False
2025-09-13,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,532,553,1580,612,0,False
2025-09-14,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,752,741,1569,612,0,False
2025-09-15,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,857,866,1578,612,0,False
2025-09-16,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,0,0,1578,612,0,False
2025-09-17,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1019,972,1531,612,0,False
2025-09-18,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1300,1405,1636,612,0,False
2025-09-19,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1478,1393,1551,612,0,False
2025-09-20,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,217,219,1553,612,0,False
2025-09-21,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,401,372,1524,612,0,False
2025-09-22,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1333,1357,1548,612,0,False
2025-09-23,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,417,442,1573,612,0,False
2025-09-24,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,1031,985,1527,612,0,False
2025-09-25,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,591,624,1560,612,0,False
2025-09-26,YAB-001,Yaourt à boire nature 1L,Yaourt à boire,18,786,832,1606,612,0,False
